"","STATION","DATE","GEAR","HOUR","MINUTE","ESTUARY","ZONE","DEPTH","TRANS","W_DIR","W_FOR","SEA_ST","CLOUD","SAL_SUR","SAL_BOT","TMP_SUR","TMP_BOT","OXY_SUR","OXY_BOT","HABITAT","PH_SUR","PH_BOT","FNU_SURF","FNU_BOT","X","X.1"
"2180",51,"1/28/2009",1,8,20,3,3,6,3.5,"36",5,4,7,9,9,15.1,15.1,8.4,8.7,112,NA,NA,NA,NA,NA,NA
"2181",52,"1/28/2009",1,7,50,3,3,9,5,"36",6,3,7,16,16,14.1,13.7,10,9.5,412,NA,NA,NA,NA,NA,NA
"2182",32,"2/17/2009",1,12,17,2,5,15,6,"9",4,4,7,21,28,14.7,16.1,9.3,7.3,402,NA,NA,NA,NA,NA,NA
"2183",34,"7/14/2009",1,14,9,2,3,20,3,"4",4,1,7,15,21,30.8,30.4,4.9,2.4,112,NA,NA,NA,NA,NA,NA
"2184",36,"7/14/2009",1,13,30,2,2,13,3,"14",2,0,7,10,12,31.2,30.7,5.9,2.1,222,NA,NA,NA,NA,NA,NA
"2185",5010,"8/20/2009",1,12,28,2,4,17,5,"18",3,2,7,30,30,30.5,30.5,6.4,3.5,412,NA,NA,NA,NA,NA,NA
"2186",4212,"8/20/2009",1,9,50,2,5,10,3.5,"20",4,3,7,29,29,29.3,29.3,6,6,402,NA,NA,NA,NA,NA,NA
"2187",3204,"8/20/2009",1,9,25,2,5,12,3.5,"20",4,4,7,29,29,29.2,29.2,5.7,5.7,402,NA,NA,NA,NA,NA,NA
"2188",36,"8/20/2009",1,14,2,2,2,10,2,"18",2,1,7,7,10,29.2,29.3,7.2,4.5,222,NA,NA,NA,NA,NA,NA
"2189",4127,"8/20/2009",1,10,12,2,4,9,3,"18",3,3,7,28,28,29.2,29.1,6.1,5.9,404,NA,NA,NA,NA,NA,NA
"2190",36,"9/3/2009",1,8,20,2,2,11,2.3,"4",3,0,7,9,9,27.4,27.1,5.9,6.2,222,NA,NA,NA,NA,NA,NA
"2191",95,"9/15/2009",1,11,15,1,3,18,5,"18",5,1,7,20,25,27.9,27.6,6.2,6.2,322,NA,NA,NA,NA,NA,NA
"2192",47,"10/26/2009",1,8,33,1,5,40,7,"9",3,2,7,18,30,18.2,22.3,7.9,5.4,412,NA,NA,NA,NA,NA,NA
"2193",7002,"10/26/2009",1,8,58,1,5,38,6,"4",3,3,7,20,31,19,23.1,8.3,5.4,412,NA,NA,NA,NA,NA,NA
"2194",6212,"10/26/2009",1,10,24,1,5,14,6,"4",4,3,7,22,24,19,19.7,7.7,7,402,NA,NA,NA,NA,NA,NA
"2195",6105,"10/26/2009",1,10,54,1,4,8,4.5,"4",4,3,7,18,20,18.8,19.3,7.7,7.6,404,NA,NA,NA,NA,NA,NA
"2196",95,"10/26/2009",1,12,5,1,3,28,3.5,"4",3,1,7,5,23,21.5,21.6,6.6,6,322,NA,NA,NA,NA,NA,NA
"2197",93,"10/26/2009",1,9,53,1,5,17,7,"4",3,3,7,22,25,19.4,20.5,7.5,6.9,402,NA,NA,NA,NA,NA,NA
"2198",92,"10/26/2009",1,9,32,1,5,11,6,"4",3,3,7,20,20,19.1,19,8.1,7.9,402,NA,NA,NA,NA,NA,NA
"2199",54,"10/26/2009",1,11,25,1,4,8,4,"4",4,3,7,14,20,19.4,19.3,7,7.7,402,NA,NA,NA,NA,NA,NA
"2200",47,"12/7/2009",1,8,52,1,5,40,4,"6",4,2,7,17,28,13,14.4,8,7.6,412,NA,NA,NA,NA,NA,NA
"2201",54,"1/14/2010",1,11,0,1,4,8,4,"9",3,1,7,11,25,8.1,8.8,11.1,10.1,402,NA,NA,NA,NA,NA,NA
"2202",93,"1/14/2010",1,9,56,1,5,16,6,"9",3,2,7,26,27,9.5,9.6,10,9.5,402,NA,NA,NA,NA,NA,NA
"2203",92,"1/14/2010",1,9,31,1,5,11,5,"9",3,1,7,24,27,9.4,10.2,11.4,9.5,402,NA,NA,NA,NA,NA,NA
"2204",47,"2/11/2010",1,8,20,1,5,36,2,"4",4,1,7,2,15,8.8,11.1,10.2,8.7,412,NA,NA,NA,NA,NA,NA
"2205",92,"2/11/2010",1,9,14,1,5,10,5,"4",4,4,7,14,20,10.8,11.5,8.6,8.1,402,NA,NA,NA,NA,NA,NA
"2206",7003,"2/11/2010",1,8,50,1,5,37,4,"4",4,3,7,10,30,9.9,13.6,9.3,7,412,NA,NA,NA,NA,NA,NA
"2207",54,"3/8/2010",1,10,46,1,4,8,4,"14",2,1,7,7,23,13.7,13.8,9.4,8.8,402,NA,NA,NA,NA,NA,NA
"2208",6123,"3/8/2010",1,10,24,1,4,10,3,"14",1,1,7,5,20,13.4,13.6,9.4,9.8,404,NA,NA,NA,NA,NA,NA
"2209",95,"3/8/2010",1,11,22,1,3,25,2,"14",1,1,7,0,30,12.3,14.6,9.8,6.8,322,NA,NA,NA,NA,NA,NA
"2210",93,"3/8/2010",1,9,34,1,5,16,6,"14",3,2,7,22,30,13.8,14.6,9.8,8.1,402,NA,NA,NA,NA,NA,NA
"2211",3131,"4/20/2010",1,9,4,2,4,13,4,"36",3,4,7,19,19,21.5,21.2,6.8,6.8,404,NA,NA,NA,NA,NA,NA
"2212",36,"4/20/2010",1,13,56,2,2,15,2.5,"9",2,1,7,2,3,22.4,22.3,9.9,7.2,222,NA,NA,NA,NA,NA,NA
"2213",37,"4/20/2010",1,12,30,2,4,16,4.5,"4",4,2,7,20,21,21.4,21.4,6.9,7.2,112,NA,NA,NA,NA,NA,NA
"2214",76,"4/20/2010",1,11,10,2,5,29,9,"4",3,6,7,21,22,21.6,21.1,7.2,7.6,412,NA,NA,NA,NA,NA,NA
"2215",77,"4/20/2010",1,10,30,2,5,18,10,"36",3,6,7,21,25,21.3,20.9,7,7.3,701,NA,NA,NA,NA,NA,NA
"2216",3231,"4/20/2010",1,9,34,2,5,17,7,"36",3,6,7,20,20,21.1,20.9,6.5,6.7,402,NA,NA,NA,NA,NA,NA
"2217",4211,"4/20/2010",1,8,34,2,5,15,6.5,"4",4,4,7,19,19,21.1,21,6.6,6.7,402,NA,NA,NA,NA,NA,NA
"2218",5010,"4/20/2010",1,12,6,2,4,17,10,"4",2,3,7,21,26,21.9,21.2,7.2,6.1,412,NA,NA,NA,NA,NA,NA
"2219",34,"4/20/2010",1,14,26,2,3,25,3,"4",2,1,7,5,7,21.7,22,7.8,7.3,112,NA,NA,NA,NA,NA,NA
"2220",4134,"4/20/2010",1,8,7,2,4,12,5,"2",3,3,7,20,24,20.9,20.9,6.8,6.2,404,NA,NA,NA,NA,NA,NA
"2221",95,"5/13/2010",1,12,24,1,3,20,3.5,"14",4,1,7,10,17,26.6,26.4,3.6,6.4,322,NA,NA,NA,NA,NA,NA
"2222",36,"7/7/2010",1,8,0,2,2,15,4,"14",1,1,7,2,0,27.1,27.5,4.5,5,222,NA,NA,NA,NA,NA,NA
"2223",92,"12/8/2010",1,10,5,1,5,11,5.5,"36",3,2,7,27.8,27.7,12,11.6,8.3,8.1,402,NA,NA,NA,NA,NA,NA
"2224",93,"12/8/2010",1,10,31,1,5,17,7,"4",3,2,7,28.5,28.5,12.3,11.6,8.2,8.4,402,NA,NA,NA,NA,NA,NA
"2225",36,"2/16/2011",1,14,20,2,2,14,4,"14",3,1,7,4.7,7.2,14,12.1,9.8,8.4,222,NA,NA,NA,NA,NA,NA
"2226",32,"2/16/2011",1,9,59,2,5,13,8,"14",3,2,7,27.9,30.8,12.5,12.6,9.5,9.3,402,NA,NA,NA,NA,NA,NA
"2227",5006,"2/16/2011",1,9,30,2,4,8,6,"14",3,2,7,27,28.8,13,12.7,9.4,9.6,412,NA,NA,NA,NA,NA,NA
"2228",34,"2/16/2011",1,14,50,2,3,11,3.5,"14",2,1,7,10.7,12.2,13.9,13.2,13.1,11,112,NA,NA,NA,NA,NA,NA
"2229",4236,"2/16/2011",1,11,57,2,5,16,9,"22",2,3,7,28.7,28.8,11.7,11.7,9.4,9.6,402,NA,NA,NA,NA,NA,NA
"2230",3203,"2/16/2011",1,12,24,2,5,15,8,"18",2,3,7,28.2,28.1,11.2,11.4,9.7,9.6,402,NA,NA,NA,NA,NA,NA
"2231",37,"2/16/2011",1,9,6,2,4,10,7,"14",2,1,7,20.7,25.3,13.2,13,10,9.4,112,NA,NA,NA,NA,NA,NA
"2232",4220,"4/14/2011",1,12,31,2,5,17,4,"14",3,2,7,15.8,16.2,23.2,23.3,7.8,7.4,402,NA,NA,NA,NA,NA,NA
"2233",37,"7/14/2011",1,7,46,2,4,19,2,"4",2,1,7,19,22.1,28.8,29.1,5.5,6.3,112,NA,NA,NA,NA,NA,NA
"2234",6216,"9/16/2011",1,10,30,1,5,16,7,"4",2,1,7,20.6,28.8,24.9,27.1,6.2,3.4,402,NA,NA,NA,NA,NA,NA
"2235",93,"9/16/2011",1,9,37,1,5,17,6,"4",2,1,7,17.2,28.1,25.1,27,6.5,3.5,402,NA,NA,NA,NA,NA,NA
"2236",92,"9/16/2011",1,9,12,1,5,11,5,"4",1,1,7,22.5,22.8,25.4,25.6,4.9,4.8,402,NA,NA,NA,NA,NA,NA
"2237",47,"9/16/2011",1,8,10,1,5,40,4.5,"4",2,1,7,20.6,30.3,25.3,26.8,6.3,2.7,412,NA,NA,NA,NA,NA,NA
"2238",7003,"9/16/2011",1,8,47,1,5,39,5,"4",2,1,7,23.9,31,25.6,27.3,5,4.3,412,NA,NA,NA,NA,NA,NA
"2239",3110,"11/14/2011",1,12,16,2,4,11,6,"18",3,4,7,26.6,27.7,17.2,17.1,7.2,7.8,404,NA,NA,NA,NA,NA,NA
"2240",32,"11/14/2011",1,9,0,2,5,14,7,"18",4,3,7,31.4,31.1,18,18.1,8,7.9,402,NA,NA,NA,NA,NA,NA
"2241",36,"12/13/2011",1,14,28,2,2,14,4,"4",1,1,7,13.7,14.1,14.8,14.1,9.2,8.6,222,NA,NA,NA,NA,NA,NA
"2242",54,"1/23/2012",1,15,4,1,4,8,2.5,"22",2,0,7,8.7,22.7,18.6,17.9,9.2,7.6,402,NA,NA,NA,NA,NA,NA
"2243",37,"2/15/2012",1,12,42,2,4,11,1,"9",4,3,7,21.8,23.2,13.9,13.7,8.6,8.4,112,NA,NA,NA,NA,NA,NA
"2244",77,"2/15/2012",1,9,28,2,5,16,3.5,"4",3,4,7,26.2,29,15.1,15.4,8.2,7.5,701,NA,NA,NA,NA,NA,NA
"2245",3143,"2/15/2012",1,11,10,2,4,17,2.3,"4",5,6,7,21.7,21.9,13.5,13.6,8.8,8.6,404,NA,NA,NA,NA,NA,NA
"2246",4128,"2/15/2012",1,11,57,2,4,10,2,"9",4,5,7,23.1,23.2,14,14.1,8.6,8.5,404,NA,NA,NA,NA,NA,NA
"2247",4219,"2/15/2012",1,10,2,2,5,16,3,"4",3,4,7,24.5,24.5,14.2,14.1,8.2,8.2,402,NA,NA,NA,NA,NA,NA
"2248",5004,"2/15/2012",1,13,0,2,4,11,1,"9",4,3,7,21.6,22,14,13.9,8.6,8.3,412,NA,NA,NA,NA,NA,NA
"2249",32,"3/15/2012",1,10,37,2,5,15,3.5,"9",1,1,7,6.7,23.1,20.9,20.2,7.6,7.7,402,NA,NA,NA,NA,NA,NA
"2250",37,"7/12/2012",1,6,30,2,4,15,3,"18",3,2,7,23.5,23.8,28.3,28.3,5.7,5.5,112,NA,NA,NA,NA,NA,NA
"2251",34,"10/18/2012",1,9,57,2,3,16,4,"36",3,1,7,7.7,8.1,24,24,5.2,5.2,112,NA,NA,NA,NA,NA,NA
"2252",36,"10/18/2012",1,9,22,2,2,13,3.5,"18",1,1,7,4.6,3.2,24.1,24.4,4.5,2.8,222,NA,NA,NA,NA,NA,NA
"2253",37,"10/18/2012",1,10,59,2,4,10,4,"36",3,1,7,17.2,18,24.1,24.2,6.3,5.1,112,NA,NA,NA,NA,NA,NA
"2254",77,"10/18/2012",1,13,29,2,5,15,4,"36",3,3,7,23.3,23.6,24.2,24.1,6,6.1,701,NA,NA,NA,NA,NA,NA
"2255",5007,"10/18/2012",1,11,23,2,4,9,3.5,"36",3,1,7,22.3,23.3,23.7,23.8,5.6,4.1,412,NA,NA,NA,NA,NA,NA
"2256",32,"2/4/2013",1,9,9,2,5,13,4,"9",3,2,7,18.1,20.1,14.4,14.8,7.9,7.7,402,NA,NA,NA,NA,NA,NA
"2257",6114,"2/4/2013",1,8,40,1,4,6,3,"9",2,1,7,9.3,16.3,13.7,14.4,9.1,8.3,404,NA,NA,NA,NA,NA,NA
"2258",6224,"2/5/2013",1,11,59,1,5,15,4,"9",3,4,7,19.1,20,15.8,15.6,7.6,6.9,402,NA,NA,NA,NA,NA,NA
"2259",36,"2/20/2013",1,8,29,2,2,12,2,"7",2,1,7,1.4,1.7,13.2,13.3,7,6.4,222,NA,NA,NA,NA,NA,NA
"2260",95,"4/15/2013",1,12,46,1,3,19,2.5,"14",3,1,7,21,5.7,21.3,21.3,6.3,6.7,322,NA,NA,NA,NA,NA,NA
"2261",4229,"4/16/2013",1,14,17,2,5,16,4,"14",4,4,7,22.4,23,22.4,21.8,7.8,7.2,402,NA,NA,NA,NA,NA,NA
"2262",6101,"6/18/2013",1,7,21,1,4,6,1,"27",4,4,7,15.6,15.6,28.9,27.8,5.9,6.5,404,NA,NA,NA,NA,NA,NA
"2263",34,"8/20/2013",1,14,23,2,3,16,2,"9",3,1,7,1.2,5.8,28.3,27.8,4.9,3.2,112,NA,NA,NA,NA,NA,NA
"2264",54,"12/3/2013",1,12,52,1,4,8,4,"22",3,2,7,13.3,22.8,15.3,14.9,9.1,9.2,402,NA,NA,NA,NA,NA,NA
"2265",95,"12/3/2013",1,13,30,1,3,20,3,"22",3,1,7,11,20.6,13.7,14.4,8.4,8.3,322,NA,NA,NA,NA,NA,NA
"2266",6130,"12/3/2013",1,12,23,1,4,12,10.5,"22",3,2,7,26.3,27,14.4,14.3,9.7,9.3,404,NA,NA,NA,NA,NA,NA
"2267",6212,"12/3/2013",1,11,36,1,5,13,7.5,"18",3,2,7,24.4,29.4,14.9,14.5,10.1,8.6,402,NA,NA,NA,NA,NA,NA
"2268",95,"2/13/2014",1,10,35,1,3,18,2,"32",4,1,7,2.9,12.6,9.4,10,9.7,8.8,322,NA,NA,NA,NA,NA,NA
"2269",34,"6/23/2014",1,8,48,2,3,15,2.5,"36",2,1,7,3.7,4.8,29.4,29.4,4.6,4.5,112,NA,NA,NA,NA,NA,NA
"2270",36,"6/23/2014",1,8,5,2,2,11,2.5,"0",0,0,7,1.1,2.1,29.7,29.4,4.2,4.2,222,NA,NA,NA,NA,NA,NA
"2271",37,"6/23/2014",1,10,48,2,4,15,2.5,"9",3,1,7,14,16.6,28.7,28.2,5.5,4.7,112,NA,NA,NA,NA,NA,NA
"2272",32,"8/12/2014",1,8,21,2,5,14,7,"32",3,2,7,29,29.4,28.9,28.8,5.6,5.5,402,NA,NA,NA,NA,NA,NA
"2273",37,"8/12/2014",1,7,48,2,4,15,2.5,"27",2,2,7,25.8,26.2,29.4,29.2,4.1,4.2,112,NA,NA,NA,NA,NA,NA
"2274",6217,"1/14/2015",1,13,20,1,5,18,5,"36",3,2,7,17,20.4,10.8,11.3,9.3,8.9,402,NA,NA,NA,NA,NA,NA
"2275",4103,"2/19/2015",1,14,28,2,4,10,6,"36",2,2,7,27.6,27.9,10.6,10.4,8.5,8.3,404,NA,NA,NA,NA,NA,NA
"2276",32,"3/11/2015",1,8,51,2,5,14,7,"0",0,1,7,18.5,24.2,16.3,15.3,9.3,8.3,402,NA,NA,NA,NA,NA,NA
"2277",5004,"3/11/2015",1,8,20,2,4,13,3,"4",2,1,7,12.5,16.5,16.2,16,8.3,7.6,412,NA,NA,NA,NA,NA,NA
"2278",7009,"4/7/2015",1,9,57,1,5,45,8,"14",4,3,7,22,30.4,22.4,21,7.1,6.1,412,NA,NA,NA,NA,NA,NA
"2279",77,"5/12/2015",1,10,40,2,5,18,6,"9",3,2,7,14.7,16.1,27.2,27.1,6,6.6,701,NA,NA,NA,NA,NA,NA
"2280",3132,"5/12/2015",1,9,11,2,4,13,4,"4",3,2,7,11.1,11.8,26.4,26.4,5.9,4.9,404,NA,NA,NA,NA,NA,NA
"2281",3216,"5/12/2015",1,9,35,2,5,15,4,"4",3,2,7,11.4,11.9,26.5,26.5,6.6,5.9,402,NA,NA,NA,NA,NA,NA
"2282",37,"9/21/2015",1,9,6,2,4,11,2.5,"36",5,3,7,26.4,26.6,28.1,27.9,5.1,5.1,112,NA,NA,NA,NA,NA,NA
"2283",76,"9/21/2015",1,14,8,2,5,18,6,"4",4,5,7,30,30.3,27.4,27.5,6,5.5,402,NA,NA,NA,NA,NA,NA
"2284",77,"9/21/2015",1,14,45,2,5,17,5,"7",3,3,7,30,30,27.2,27.2,5.8,5.6,701,NA,NA,NA,NA,NA,NA
"2285",3201,"9/21/2015",1,16,8,2,5,15,2,"7",3,3,7,28.4,28.4,27.4,27.3,5.3,5.4,402,NA,NA,NA,NA,NA,NA
"2286",95,"2/12/2016",1,8,23,1,3,24,2,"27",1,1,7,0.4,0.6,11.5,11.5,7.6,7.1,322,NA,NA,NA,NA,NA,NA
"2287",5005,"3/15/2016",1,12,34,2,4,14,1.5,"18",2,1,7,12.4,12.4,21.3,21.5,8.1,6.5,412,NA,NA,NA,NA,NA,NA
"2288",47,"3/15/2016",1,8,59,1,5,40,1.5,"22",1,1,7,1.1,25.2,20.4,19.5,7,4.6,412,NA,NA,NA,NA,NA,NA
"2289",93,"3/15/2016",1,10,46,1,5,19,3.8,"22",2,4,7,16.3,20.7,20.7,20.4,8.2,5.8,402,NA,NA,NA,NA,NA,NA
"2290",95,"3/15/2016",1,8,24,1,3,21,1.3,"22",2,1,7,0.1,0.2,20.4,20.4,6.1,5.3,322,NA,NA,NA,NA,NA,NA
"2291",6102,"3/15/2016",1,12,4,1,4,6,1.3,"22",2,3,7,11.6,11.6,21.4,21.4,7.5,6.4,404,NA,NA,NA,NA,NA,NA
"2292",76,"5/18/2016",1,11,14,2,5,13,10,"27",3,1,7,20.2,22.7,25.4,25.1,7,5.9,402,NA,NA,NA,NA,NA,NA
"2293",3227,"5/18/2016",1,12,28,2,5,16,3,"32",2,1,7,16,17.6,25.1,24.8,6.6,5.4,402,NA,NA,NA,NA,NA,NA
"2294",4129,"5/18/2016",1,13,25,2,4,14,3,"32",3,1,7,15,18.9,25.5,24.9,8.1,4.3,404,NA,NA,NA,NA,NA,NA
"2295",4203,"5/18/2016",1,13,55,2,5,12,3.5,"32",1,0,7,16.2,20.6,26,25.1,8,4.5,402,NA,NA,NA,NA,NA,NA
"2296",95,"6/9/2016",1,8,39,1,3,19,3,"36",2,1,7,6.2,20.7,27.2,27.2,4.6,3.6,322,NA,NA,NA,NA,NA,NA
"2297",32,"7/18/2016",1,12,46,2,5,14,5,"14",3,2,7,22.3,25,31.2,30.2,6.3,4.5,402,NA,NA,NA,NA,NA,NA
"2298",37,"7/18/2016",1,13,47,2,4,12,2.5,"14",2,1,7,20.2,20.9,31.1,30.5,5.6,3.8,112,NA,NA,NA,NA,NA,NA
"2299",37,"8/9/2016",1,13,34,2,4,13,3,"22",2,0,7,24.1,26.1,31,31.1,5.6,3.5,112,NA,NA,NA,NA,NA,NA
"2300",47,"8/9/2016",1,9,15,1,5,29,5,"9",2,0,7,22.5,33.6,30,27.7,3.9,2,412,NA,NA,NA,NA,NA,NA
"2301",7008,"8/9/2016",1,9,50,1,5,44,7.5,"9",3,1,7,26.3,34.8,30.5,26.8,6.4,2.1,412,NA,NA,NA,NA,NA,NA
"2302",3223,"10/17/2016",1,10,47,2,5,16,3,"9",4,5,7,27.4,18.6,25.2,25.3,5.6,5.3,402,NA,NA,NA,NA,NA,NA
"2303",5003,"12/7/2016",1,13,45,2,4,15,3,"27",2,1,7,27.5,29.1,16.9,16.8,6.7,6.3,412,NA,NA,NA,NA,NA,NA
"2304",93,"12/7/2016",1,10,20,1,5,17,4,"36",1,1,7,27.7,28,16.7,17.2,5.4,5.3,402,NA,NA,NA,NA,NA,NA
"2305",6202,"12/7/2016",1,12,23,1,5,11,2.5,"36",1,0,7,29.2,29.7,16.6,17,6.3,5.7,402,NA,NA,NA,NA,NA,NA
"2306",6225,"1/12/2017",1,11,35,1,5,13,3,"9",2,1,7,27.2,30.6,13.2,14.1,9.1,7.5,402,NA,NA,NA,NA,NA,NA
"2307",34,"1/17/2017",1,14,0,2,3,18,3,"27",1,0,7,3.7,5,18.5,18.1,8.5,7.8,112,NA,NA,NA,NA,NA,NA
"2308",36,"1/17/2017",1,12,52,2,2,15,2,"22",2,0,7,1.1,1.1,18.8,18.1,7,6.5,222,NA,NA,NA,NA,NA,NA
"2309",76,"1/17/2017",1,9,26,2,5,18,8,"18",3,1,7,28.3,29.6,16.3,16.2,8.7,7.7,402,NA,NA,NA,NA,NA,NA
"2310",36,"2/6/2017",1,13,30,2,2,15,2.5,"14",2,0,7,7.5,15.6,16.1,15.5,8.7,4.9,222,NA,NA,NA,NA,NA,NA
"2311",6238,"2/14/2017",1,10,14,1,5,14,5,"14",4,3,7,22.2,25.9,18.5,18.5,8.9,6.8,402,NA,NA,NA,NA,NA,NA
"2312",76,"4/17/2017",1,10,13,2,5,18,5.5,"14",3,2,7,22.2,24.4,23.8,23.6,6.8,5.6,402,NA,NA,NA,NA,NA,NA
"2313",77,"4/17/2017",1,10,42,2,5,18,5.5,"14",4,3,7,22.6,22.7,23.8,23.7,6.6,6.4,701,NA,NA,NA,NA,NA,NA
"2314",4118,"4/17/2017",1,12,31,2,4,12,2.5,"14",4,4,7,12.2,18,24.6,23.9,7.8,6.8,404,NA,NA,NA,NA,NA,NA
"2315",4201,"4/17/2017",1,13,12,2,5,10,3,"14",4,3,7,19.4,19.4,24.4,24.4,7.3,7.1,402,NA,NA,NA,NA,NA,NA
"2316",7005,"7/12/2017",1,9,19,1,5,42,3.5,"14",3,2,7,9.2,29.6,29.9,27.1,6.5,2.6,412,NA,NA,NA,NA,NA,NA
"2317",92,"8/10/2017",1,11,1,1,5,12,6.5,"14",1,1,7,22.2,22.8,30.7,30.3,6.8,4.4,402,NA,NA,NA,NA,NA,NA
"2318",36,"9/20/2017",1,13,35,2,2,15,3,"22",1,0,7,2.4,6.7,30.2,28.6,9.2,2.7,222,NA,NA,NA,NA,NA,NA
"2319",32,"6/11/2018",1,7,59,2,5,11.7,2,"18",4,3,7,21.42,21.51,29.32,29.31,6.49,6.45,402,NA,NA,NA,NA,NA,NA
"2320",37,"6/11/2018",1,8,28,2,4,10.5,0.5,"18",4,3,7,18.87,19.49,29.29,29.07,6.69,6.42,112,NA,NA,NA,NA,NA,NA
"2321",34,"6/11/2018",1,9,16,2,3,24.3,0.5,"18",4,2,7,8.26,9.77,29.06,30.21,6.87,5.32,112,NA,NA,NA,NA,NA,NA
"2322",36,"6/11/2018",1,9,48,2,2,9.9,0.5,"18",4,2,7,6.02,6.62,29.81,29.55,6.02,5.81,222,NA,NA,NA,NA,NA,NA
"2323",77,"7/17/2018",1,7,4,2,5,13,4.5,"25",2,2,7,27.64,28.19,29.21,29.71,6.6,6.15,701,NA,NA,NA,NA,NA,NA
"2324",76,"7/17/2018",1,7,29,2,5,18.7,2.5,"25",2,2,7,27.18,30.29,29.26,29.6,6.57,6.24,402,NA,NA,NA,NA,NA,NA
"2325",49,"1/8/2019",1,12,7,3,2,25,1.8,"22",2,1,7,0.1,0.1,14.8,14.3,7.6,7.4,312,NA,NA,NA,NA,NA,NA
"2326",50,"1/8/2019",1,12,35,3,2,18,1.3,"22",2,1,7,0.3,0.4,15.5,15.4,6.8,6.6,312,NA,NA,NA,NA,NA,NA
"2327",51,"1/8/2019",1,13,4,3,3,6,2,"22",2,1,7,1.4,1.9,18,16.2,7.3,7.4,112,NA,NA,NA,NA,NA,NA
"2328",47,"1/17/2019",1,9,32,1,5,44,2.5,"14",3,1,7,5.4,30.5,12,18.3,9,5,412,NA,NA,NA,NA,NA,NA
"2329",93,"1/17/2019",1,10,34,1,5,18,6,"14",2,1,7,19.6,22.5,14,14.9,8.7,6.8,402,NA,NA,NA,NA,NA,NA
"2330",4212,"1/17/2019",1,12,41,2,5,15,7,"9",3,2,7,17.5,24,12.4,14.7,10.2,6.3,402,NA,NA,NA,NA,NA,NA
"2331",6231,"1/17/2019",1,11,39,1,5,17,6.3,"14",2,1,7,9.9,24.5,12,15,10,6.8,402,NA,NA,NA,NA,NA,NA
"2332",49,"2/6/2019",1,12,43,3,2,26,3.3,"14",2,1,7,0.9,1.7,14.8,14.2,8.8,8.6,312,NA,NA,NA,NA,NA,NA
"2333",1228,"9/9/2019",1,10,2,3,4,12,3.5,"20",3,2,7,13.2,15.6,31.3,30.9,7.8,4.3,402,NA,NA,NA,NA,NA,NA
"2334",1228,"9/9/2019",1,10,2,3,4,12,3.5,"20",3,2,7,13.2,15.6,31.3,30.9,7.8,4.3,402,NA,NA,NA,NA,NA,NA
"2335",95,"9/16/2019",1,8,58,1,3,18,4,"9",3,0,7,11.6,21.5,29.8,30.2,4.8,2.4,322,NA,NA,NA,NA,NA,NA
"2336",95,"9/16/2019",1,8,58,1,3,18,4,"9",3,0,7,11.6,21.5,29.8,30.2,4.8,2.4,322,NA,NA,NA,NA,NA,NA
"2337",4234,"10/24/2019",1,14,27,2,5,17,4,"4",3,2,7,25.2,25.4,21.5,21.3,7.6,7.3,402,NA,NA,NA,NA,NA,NA
"2338",4234,"10/24/2019",1,14,27,2,5,17,4,"4",3,2,7,25.2,25.4,21.5,21.3,7.6,7.3,402,NA,NA,NA,NA,NA,NA
"2339",54,"3/16/2020",1,14,3,1,4,8,3,"14",2,1,7,6.3,9.3,22.4,26.6,9.7,7.1,402,NA,NA,NA,NA,NA,NA
"2340",4221,"3/16/2020",1,9,36,2,5,15,3,"4",2,2,7,6.7,13.9,21.4,20.8,8.6,8.3,402,NA,NA,NA,NA,NA,NA
"2341",54,"3/16/2020",1,14,3,1,4,8,3,"14",2,1,7,6.3,9.3,22.4,26.6,9.7,7.1,402,NA,NA,NA,NA,NA,NA
"2342",4221,"3/16/2020",1,9,36,2,5,15,3,"4",2,2,7,6.7,13.9,21.4,20.8,8.6,8.3,402,NA,NA,NA,NA,NA,NA
"2343",60,"7/8/2021",1,9,40,3,4,14,3.3,"0",0,1,7,3.5,5.2,28.4,28.2,6.3,5.9,402,NA,NA,NA,NA,NA,NA
"2344",1201,"7/8/2021",1,10,4,3,4,10,3.3,"0",0,1,7,3,4.6,28.3,28.3,6.9,5.1,402,NA,NA,NA,NA,NA,NA
"2345",47,"7/20/2021",1,11,6,1,5,40,2.5,"14",1,1,7,1.2,24.2,28,27.5,6.1,1.4,412,NA,NA,NA,NA,NA,NA
"2346",54,"7/20/2021",1,13,7,1,4,9,1.5,"22",4,4,7,1.2,10.9,29,29,7.2,6.5,402,NA,NA,NA,NA,NA,NA
"2347",92,"7/20/2021",1,11,35,1,5,12,2.3,"22",4,3,7,8.9,14.5,28.9,28.9,6.9,4.4,402,NA,NA,NA,NA,NA,NA
"2348",93,"7/20/2021",1,12,27,1,5,18,3.5,"22",4,4,7,12.4,14.8,28.9,28.9,6.5,5.1,402,NA,NA,NA,NA,NA,NA
"2349",95,"7/20/2021",1,10,30,1,3,19,2.5,"14",1,1,7,0.2,2,27,27,5.6,5.4,322,NA,NA,NA,NA,NA,NA
"2350",4204,"7/20/2021",1,14,58,2,5,12,2.8,"22",4,5,7,9.4,12.4,29.3,29.1,7.2,5.4,402,NA,NA,NA,NA,NA,NA
"2351",6202,"7/20/2021",1,14,14,1,5,11,2,"22",3,4,7,11.1,15,29.8,29,6.2,4.9,402,NA,NA,NA,NA,NA,NA
